Filename,ID,Microscope,Objective,Mag,Accession,Ear ,Ear row,Ear position,Spk position,Position type,taxon code,View,Charred?,
14402_ST29_T. aestivo compactum_2102__S1_1x1_d,14402,Nikon,1x,1,Stafford St Marys Grove,ST29,2102,66.079,,S1,Arch_Tcom,d,,
14403_ST29_T. aestivo compactum_2102__S1_1x1_l,14403,Nikon,1x,1,Stafford St Marys Grove,ST29,2102,66.079,,S1,Arch_Tcom,l,,
14404_ST29_T. aestivo compactum_2102__S2_1x1_d,14404,Nikon,1x,1,Stafford St Marys Grove,ST29,2102,66.079,,S2,Arch_Tcom,d,,
14405_ST29_T. aestivo compactum_2102__S2_1x1_l,14405,Nikon,1x,1,Stafford St Marys Grove,ST29,2102,66.079,,S2,Arch_Tcom,l,,
14406_ST29_T. aestivo compactum_2102__S3_1x1_d,14406,Nikon,1x,1,Stafford St Marys Grove,ST29,2102,66.079,,S3,Arch_Tturg,d,,
14407_ST29_T. aestivo compactum_2102__S3_1x1_l,14407,Nikon,1x,1,Stafford St Marys Grove,ST29,2102,66.079,,S3,Arch_Tturg,l,,
14408_ST29_T. aestivo compactum_2102__S4_1x1_d,14408,Nikon,1x,1,Stafford St Marys Grove,ST29,2102,66.079,,S4,Arch_Tturg,d,,
14409_ST29_T. aestivo compactum_2102__S4_1x1_l,14409,Nikon,1x,1,Stafford St Marys Grove,ST29,2102,66.079,,S4,Arch_Tturg,l,,
14410_ST29_T. aestivo compactum_2102__S5_1x1_d,14410,Nikon,1x,1,Stafford St Marys Grove,ST29,2102,66.079,,S5,Arch_Taes,d,,
14411_ST29_T. aestivo compactum_2102__S5_1x1_l,14411,Nikon,1x,1,Stafford St Marys Grove,ST29,2102,66.079,,S5,Arch_Taes,l,,
14412_ST29_T. aestivo compactum_1682__S1_1x1_d,14412,Nikon,1x,1,Stafford St Marys Grove,ST29,1682,1682,,S1,Arch_Tcom,d,,
14413_ST29_T. aestivo compactum_1682__S1_1x1_l,14413,Nikon,1x,1,Stafford St Marys Grove,ST29,1682,1682,,S1,Arch_Tcom,l,,
14414_ST29_T. aestivo compactum_1682__S2_1x1_d,14414,Nikon,1x,1,Stafford St Marys Grove,ST29,1682,1682,,S2,Arch_Taes,d,,
14415_ST29_T. aestivo compactum_1682__S2_1x1_l,14415,Nikon,1x,1,Stafford St Marys Grove,ST29,1682,1682,,S2,Arch_Taes,l,,
14416_ST29_T. aestivo compactum_1682__S3_1x1_d,14416,Nikon,1x,1,Stafford St Marys Grove,ST29,1682,1682,,S3,Arch_Taes,d,,
14417_ST29_T. aestivo compactum_1682__S3_1x1_l,14417,Nikon,1x,1,Stafford St Marys Grove,ST29,1682,1682,,S3,Arch_Taes,l,,
14418_ST29_T. aestivo compactum_1682__S4_1x1_d,14418,Nikon,1x,1,Stafford St Marys Grove,ST29,1682,1682,,S4,Arch_Tcom,d,,
14419_ST29_T. aestivo compactum_1682__S4_1x1_l,14419,Nikon,1x,1,Stafford St Marys Grove,ST29,1682,1682,,S4,Arch_Tcom,l,,
14420_ST29_T. aestivo compactum_1682__S5_1x1_d,14420,Nikon,1x,1,Stafford St Marys Grove,ST29,1682,1682,,S5,Arch_Tcom,d,,
14421_ST29_T. aestivo compactum_1682__S5_1x1_l,14421,Nikon,1x,1,Stafford St Marys Grove,ST29,1682,1682,,S5,Arch_Tcom,l,,
14422_ST29_T. aestivo compactum_1682__S6_1x1_d,14422,Nikon,1x,1,Stafford St Marys Grove,ST29,1682,1682,,S5,Arch_Taes,d,,
14423_ST29_T. aestivo compactum_1682__S6_1x1_l,14423,Nikon,1x,1,Stafford St Marys Grove,ST29,1682,1682,,S5,Arch_Taes,l,,
14424_ST29_T. aestivo compactum_1682__S7_1x1_d,14424,Nikon,1x,1,Stafford St Marys Grove,ST29,1682,1682,,S7,Arch_Taes,d,,
14425_ST29_T. aestivo compactum_1682__S7_1x1_l,14425,Nikon,1x,1,Stafford St Marys Grove,ST29,1682,1682,,S7,Arch_Taes,l,,
14426_ST29_T. aestivo compactum_1682__S8_1x1_d,14426,Nikon,1x,1,Stafford St Marys Grove,ST29,1682,1682,,S8,Arch_Tcom,d,,
14427_ST29_T. aestivo compactum_1682__S8_1x1_l,14427,Nikon,1x,1,Stafford St Marys Grove,ST29,1682,1682,,S8,Arch_Tcom,l,,
14428_ST29_Free threshing_1682__S9_1x1_d,14428,Nikon,1x,1,Stafford St Marys Grove,ST29,1682,1682,,S9,Adur,d,,
14429_ST29_Free threshing_1682__S9_1x1_l,14429,Nikon,1x,1,Stafford St Marys Grove,ST29,1682,1682,,S9,Adur,l,,
14430_ST29_Free threshing_1682__S10_1x1_d,14430,Nikon,1x,1,Stafford St Marys Grove,ST29,1682,1682,,S10,Arch_Tcom,d,,
14431_ST29_Free threshing_1682__S10_1x1_l,14431,Nikon,1x,1,Stafford St Marys Grove,ST29,1682,1682,,S10,Arch_Tcom,l,,
14456_WM04__91__S1_1x1_d,14456,Nikon,1x,1,Wolverton,WM04,91,14,,S1,Arch_Taes,d,Vial is labelled as context 134 but sample no and vial contents match haystack record for context 14,
14457_WM04__91__S1_1x1_l,14457,Nikon,1x,1,Wolverton,WM04,91,14,,S1,Arch_Taes,l,,
14458_WM04__91__S2_1x1_d,14458,Nikon,1x,1,Wolverton,WM04,91,14,,S2,Arch_Tcom,d,,
14459_WM04__91__S2_1x1_l,14459,Nikon,1x,1,Wolverton,WM04,91,14,,S2,Arch_Tcom,l,,
14460_WM04__91__S3_1x1_d,14460,Nikon,1x,1,Wolverton,WM04,91,14,,S3,Arch_Tturg,d,,
14461_WM04__91__S3_1x1_l,14461,Nikon,1x,1,Wolverton,WM04,91,14,,S3,Arch_Tturg,l,,
14462_WM04__101__S1_1x1_d,14462,Nikon,1x,1,Wolverton,WM04,101,855,,S1,Adur,d,,
14463_WM04__101__S1_1x1_l,14463,Nikon,1x,1,Wolverton,WM04,101,855,,S1,Adur,l,,
14464_WM04__77__S1_1x1_d,14464,Nikon,1x,1,Wolverton,WM04,77,215,,S1,Arch_Taes,d,,
14465_WM04__77__S1_1x1_l,14465,Nikon,1x,1,Wolverton,WM04,77,215,,S1,Arch_Taes,l,,
14466_WM04__52__S1_1x1_d,14466,Nikon,1x,1,Wolverton,WM04,52,651,,S1,Arch_Taes,d,,
14467_WM04__52__S1_1x1_l,14467,Nikon,1x,1,Wolverton,WM04,52,651,,S1,Arch_Taes,l,,
14470_WM04__88__S2_1x1_d,14470,Nikon,1x,1,Wolverton,WM04,88,487,,S2,Arch_Taes,d,,
14471_WM04__88__S2_1x1_l,14471,Nikon,1x,1,Wolverton,WM04,88,487,,S2,Arch_Taes,l,,
14472_WM04__88__S3_1x1_d,14472,Nikon,1x,1,Wolverton,WM04,88,487,,S3,Arch_Taes,d,,
14473_WM04__88__S3_1x1_l,14473,Nikon,1x,1,Wolverton,WM04,88,487,,S3,Arch_Taes,l,,
14474_WM04__88__S4_1x1_d,14474,Nikon,1x,1,Wolverton,WM04,88,487,,S4,Arch_Taes,d,,
14475_WM04__88__S4_1x1_l,14475,Nikon,1x,1,Wolverton,WM04,88,487,,S4,Arch_Taes,l,,
14476_WM04__88__S5_1x1_d,14476,Nikon,1x,1,Wolverton,WM04,88,487,,S5,Arch_Tcom,d,,
14477_WM04__88__S5_1x1_l,14477,Nikon,1x,1,Wolverton,WM04,88,487,,S5,Arch_Tcom,l,,
14478_WM04__94__S1_1x1_d,14478,Nikon,1x,1,Wolverton,WM04,94,136,,S1,Arch_Taes,d,,
14479_WM04__94__S1_1x1_l,14479,Nikon,1x,1,Wolverton,WM04,94,136,,S1,Arch_Taes,l,,
14480_WM04__94__S2_1x1_d,14480,Nikon,1x,1,Wolverton,WM04,94,136,,S2,Adur,d,,
14481_WM04__94__S2_1x1_l,14481,Nikon,1x,1,Wolverton,WM04,94,136,,S2,Adur,l,,
14482_WM04__10__S1_1x1_d,14482,Nikon,1x,1,Wolverton,WM04,10,374,,S1,Arch_Tturg,d,,
14483_WM04__10__S1_1x1_l,14483,Nikon,1x,1,Wolverton,WM04,10,374,,S1,Arch_Tturg,l,,
14484_WM04__78__S1_1x1_d,14484,Nikon,1x,1,Wolverton,WM04,78,225,,S1,Arch_Taes,d,,
14485_WM04__78__S1_1x1_l,14485,Nikon,1x,1,Wolverton,WM04,78,225,,S1,Arch_Taes,l,,
14486_WM04__100__S1_1x1_d,14486,Nikon,1x,1,Wolverton,WM04,100,458,,S1,Arch_Taes,d,,
14487_WM04__100__S1_1x1_l,14487,Nikon,1x,1,Wolverton,WM04,100,458,,S1,Arch_Taes,l,,
14488_WM04__78__S1_1x1_d,14488,Nikon,1x,1,Wolverton,WM04,78,225,,S1,Arch_Taes,d,,
14489_WM04__78__S1_1x1_l,14489,Nikon,1x,1,Wolverton,WM04,78,225,,S1,Arch_Taes,l,,
14490_WM04__78__S2_1x1_d,14490,Nikon,1x,1,Wolverton,WM04,78,225,,S2,Arch_Taes,d,,
14491_WM04__78__S2_1x1_l,14491,Nikon,1x,1,Wolverton,WM04,78,225,,S2,Arch_Taes,l,,
14492___54__S1_1x1_d,14492,Nikon,1x,1,Wolverton,,54,709,,S1,Arch_Taes,d,,
14493___54__S1_1x1_l,14493,Nikon,1x,1,Wolverton,,54,709,,S1,Arch_Taes,l,,
14494___79__S1_1x1_d,14494,Nikon,1x,1,Wolverton,,79,786,,S1,Arch_Tcom,d,,
14495___79__S1_1x1_l,14495,Nikon,1x,1,Wolverton,,79,786,,S1,Arch_Tcom,l,,
14496___93__S1_1x1_d,14496,Nikon,1x,1,Wolverton,,93,157,,S1,Arch_Tcom,d,,
14497___93__S1_1x1_l,14497,Nikon,1x,1,Wolverton,,93,157,,S1,Arch_Tcom,l,,
14498___93__S2_1x1_d,14498,Nikon,1x,1,Wolverton,,93,157,,S2,Arch_Taes,d,,
14499___93__S2_1x1_l,14499,Nikon,1x,1,Wolverton,,93,157,,S2,Arch_Taes,l,,
14500___93__S3_1x1_d,14500,Nikon,1x,1,Wolverton,,93,157,,S3,Arch_Taes,d,,
14501___93__S3_1x1_l,14501,Nikon,1x,1,Wolverton,,93,157,,S3,Arch_Taes,l,,
14502___93__S4_1x1_d,14502,Nikon,1x,1,Wolverton,,93,157,,S4,Arch_Tturg,d,,
14503___93__S4_1x1_l,14503,Nikon,1x,1,Wolverton,,93,157,,S4,Arch_Tturg,l,,
14504___75__S1_1x1_d,14504,Nikon,1x,1,Wolverton,,75,211,,S1,Arch_Tcom,d,,
14505___75__S1_1x1_l,14505,Nikon,1x,1,Wolverton,,75,211,,S1,Arch_Tcom,l,,
14506___75__S2_1x1_d,14506,Nikon,1x,1,Wolverton,,75,211,,S2,Arch_Taes,d,,
14507___75__S2_1x1_l,14507,Nikon,1x,1,Wolverton,,75,211,,S2,Arch_Taes,l,,
14508___75__S3_1x1_d,14508,Nikon,1x,1,Wolverton,,75,211,,S3,Arch_Tcom,d,,
14509___75__S3_1x1_l,14509,Nikon,1x,1,Wolverton,,75,211,,S3,Arch_Tcom,l,,
14512___107__S1_1x1_d,14512,Nikon,1x,1,Wolverton,,107,462,,S1,Arch_Taes,d,,
14513___107__S1_1x1_l,14513,Nikon,1x,1,Wolverton,,107,462,,S1,Arch_Taes,l,,
14514___22__S1_1x1_d,14514,Nikon,1x,1,Wolverton,,22,509,,S1,Arch_Tcom,d,,
14515___22__S1_1x1_l,14515,Nikon,1x,1,Wolverton,,22,509,,S1,Arch_Tcom,l,,
14516___35__S1_1x1_d,14516,Nikon,1x,1,West Fen Rd,,35,2202,,S1,Arch_Tcom,d,,
14517___35__S1_1x1_l,14517,Nikon,1x,1,West Fen Rd,,35,2202,,S1,Arch_Tcom,l,,
14518___142__S1_1x1_d,14518,Nikon,1x,1,West Fen Rd,,142,5973,,S1,Arch_Taes,d,,
14519___142__S1_1x1_l,14519,Nikon,1x,1,West Fen Rd,,142,5973,,S1,Arch_Taes,l,,
14520___60__S1_1x1_d,14520,Nikon,1x,1,West Fen Rd,,60,2191,,S1,Arch_Tcom,d,,
14521___60__S1_1x1_l,14521,Nikon,1x,1,West Fen Rd,,60,2191,,S1,Arch_Tcom,l,,
14522___103__S1_1x1_d,14522,Nikon,1x,1,West Fen Rd,,103,3324,,S1,Arch_Tcom,d,,
14523___103__S1_1x1_l,14523,Nikon,1x,1,West Fen Rd,,103,3324,,S1,Arch_Tcom,l,,
14524___51__S1_1x1_d,14524,Nikon,1x,1,West Fen Rd,,51,2207,,S1,Arch_Taes,d,,
14525___51__S1_1x1_l,14525,Nikon,1x,1,West Fen Rd,,51,2207,,S1,Arch_Taes,l,,
14526___80__S1_1x1_d,14526,Nikon,1x,1,West Fen Rd,,80,2802,,S1,Arch_Taes,d,,
14527___80__S1_1x1_l,14527,Nikon,1x,1,West Fen Rd,,80,2802,,S1,Arch_Taes,l,,
14528___23__S1_1x1_d,14528,Nikon,1x,1,West Fen Rd,,23,2113,,S1,Arch_Taes,d,,
14529___23__S1_1x1_l,14529,Nikon,1x,1,West Fen Rd,,23,2113,,S1,Arch_Taes,l,,
14530___97__S1_1x1_d,14530,Nikon,1x,1,West Fen Rd,,97,3314,,S1,Arch_Tcom,d,,
14531___97__S1_1x1_l,14531,Nikon,1x,1,West Fen Rd,,97,3314,,S1,Arch_Tcom,l,,
14532_HPLB18_Arch_Taes_25__S1_1x1_d,14532,Nikon,1x,1,Pudding Lane,HPLB18,25,229,,S1,Arch_Taes,d,,
14533_HPLB18_Arch_Taes_25__S1_1x1_l,14533,Nikon,1x,1,Pudding Lane,HPLB18,25,229,,S1,Arch_Taes,l,,
14534_HPLB18_Arch_Taes_25__S2_1x1_d,14534,Nikon,1x,1,Pudding Lane,HPLB18,25,229,,S2,Arch_Taes,d,,
14535_HPLB18_Arch_Taes_25__S2_1x1_l,14535,Nikon,1x,1,Pudding Lane,HPLB18,25,229,,S2,Arch_Taes,l,,
14536_HPLB18_Arch_Taes_25__S3_1x1_d,14536,Nikon,1x,1,Pudding Lane,HPLB18,25,229,,S3,Arch_Taes,d,,
14537_HPLB18_Arch_Taes_25__S3_1x1_l,14537,Nikon,1x,1,Pudding Lane,HPLB18,25,229,,S3,Arch_Taes,l,,
14538_HPLB18_Arch_Taes_25__S4_1x1_d,14538,Nikon,1x,1,Pudding Lane,HPLB18,25,229,,S4,Arch_Taes,d,,
14539_HPLB18_Arch_Taes_25__S4_1x1_l,14539,Nikon,1x,1,Pudding Lane,HPLB18,25,229,,S4,Arch_Taes,l,,
14540_HPLB18_Arch_Taes_25__S5_1x1_d,14540,Nikon,1x,1,Pudding Lane,HPLB18,25,229,,S5,Arch_Taes,d,,
14541_HPLB18_Arch_Taes_25__S5_1x1_l,14541,Nikon,1x,1,Pudding Lane,HPLB18,25,229,,S5,Arch_Taes,l,,
14542_HPLB18_Adur_25__S6_1x1_d,14542,Nikon,1x,1,Pudding Lane,HPLB18,25,229,,S6,Adur,d,,
14543_HPLB18_Adur_25__S6_1x1_l,14543,Nikon,1x,1,Pudding Lane,HPLB18,25,229,,S6,Adur,l,,
14544_HPLB18_Arch_Taes_25__S7_1x1_d,14544,Nikon,1x,1,Pudding Lane,HPLB18,25,229,,S7,Arch_Taes,d,,
14545_HPLB18_Arch_Taes_25__S7_1x1_l,14545,Nikon,1x,1,Pudding Lane,HPLB18,25,229,,S7,Arch_Taes,l,,
14546_HPLB18_Adur_25__S8_1x1_d,14546,Nikon,1x,1,Pudding Lane,HPLB18,25,229,,S8,Adur,d,,
14547_HPLB18_Adur_25__S8_1x1_l,14547,Nikon,1x,1,Pudding Lane,HPLB18,25,229,,S8,Adur,l,,
14548_HPLB18_Adur_25__S9_1x1_d,14548,Nikon,1x,1,Pudding Lane,HPLB18,25,229,,S9,Adur,d,,
14549_HPLB18_Adur_25__S9_1x1_l,14549,Nikon,1x,1,Pudding Lane,HPLB18,25,229,,S9,Adur,l,,
14550_HPLB18_Arch_Taes_20__S1_1x1_d,14550,Nikon,1x,1,Pudding Lane,HPLB18,20,227,,S1,Arch_Taes,d,,
14551_HPLB18_Arch_Taes_20__S1_1x1_l,14551,Nikon,1x,1,Pudding Lane,HPLB18,20,227,,S1,Arch_Taes,l,,
14552_HPLB18_Arch_Tturg_20__S2_1x1_d,14552,Nikon,1x,1,Pudding Lane,HPLB18,20,227,,S2,Arch_Tturg,d,,
14553_HPLB18_Arch_Tturg_20__S2_1x1_l,14553,Nikon,1x,1,Pudding Lane,HPLB18,20,227,,S2,Arch_Tturg,l,,
14554_WRF002A_____1x1_d,14554,Nikon,1x,1,West Fen Road,WRF002A,,,,,Arch_Tcom,d,,
14555_WRF002A_____1x1_l,14555,Nikon,1x,1,West Fen Road,WRF002A,,,,,Arch_Tcom,l,,
14556_WRF002B_____1x1_d,14556,Nikon,1x,1,West Fen Road,WRF002B,,,,,Arch_Taes,d,,
14557_WRF002B_____1x1_l,14557,Nikon,1x,1,West Fen Road,WRF002B,,,,,Arch_Taes,l,,
14558_WRF005A_____1x1_d,14558,Nikon,1x,1,West Fen Road,WRF005A,,,,,Arch_Taes,d,,
14559_WRF005A_____1x1_l,14559,Nikon,1x,1,West Fen Road,WRF005A,,,,,Arch_Taes,l,,
14560_WRF005B_____1x1_d,14560,Nikon,1x,1,West Fen Road,WRF005B,,,,,Arch_Tturg,d,,
14561_WRF005B_____1x1_l,14561,Nikon,1x,1,West Fen Road,WRF005B,,,,,Arch_Tturg,l,,
14562_WRF005C_____1x1_d,14562,Nikon,1x,1,West Fen Road,WRF005C,,,,,Arch_Tcom,d,,
14563_WRF005C_____1x1_l,14563,Nikon,1x,1,West Fen Road,WRF005C,,,,,Arch_Tcom,l,,
14564_WRF008B_____1x1_d,14564,Nikon,1x,1,West Fen Road,WRF008B,,,,,Arch_Taes,d,,
14565_WRF008B_____1x1_l,14565,Nikon,1x,1,West Fen Road,WRF008B,,,,,Arch_Taes,l,,
14566_WRF008C_____1x1_d,14566,Nikon,1x,1,West Fen Road,WRF008C,,,,,Arch_Taes,d,,
14567_WRF008C_____1x1_l,14567,Nikon,1x,1,West Fen Road,WRF008C,,,,,Arch_Taes,l,,
14570_WRF014A_____1x1_d,14570,Nikon,1x,1,West Fen Road,WRF014A,,,,,Arch_Taes,d,,
14571_WRF014A_____1x1_l,14571,Nikon,1x,1,West Fen Road,WRF014A,,,,,Arch_Taes,l,,
14572_WRF014C_____1x1_d,14572,Nikon,1x,1,West Fen Road,WRF014C,,,,,Arch_Tcom,d,,
14573_WRF014C_____1x1_l,14573,Nikon,1x,1,West Fen Road,WRF014C,,,,,Arch_Tcom,l,,
14574_WRF015B_____1x1_d,14574,Nikon,1x,1,West Fen Road,WRF015B,,,,,Arch_Taes,d,,
14575_WRF015B_____1x1_l,14575,Nikon,1x,1,West Fen Road,WRF015B,,,,,Arch_Taes,l,,
14576_WRF016A_____1x1_d,14576,Nikon,1x,1,West Fen Road,WRF016A,,,,,Arch_Taes,d,,
14577_WRF016A_____1x1_l,14577,Nikon,1x,1,West Fen Road,WRF016A,,,,,Arch_Taes,l,,
14578_WRF016B_____1x1_d,14578,Nikon,1x,1,West Fen Road,WRF016B,,,,,Arch_Taes,d,,
14579_WRF016B_____1x1_l,14579,Nikon,1x,1,West Fen Road,WRF016B,,,,,Arch_Taes,l,,
14580_WRF016C_____1x1_d,14580,Nikon,1x,1,West Fen Road,WRF016C,,,,,Arch_Taes,d,,
14581_WRF016C_____1x1_l,14581,Nikon,1x,1,West Fen Road,WRF016C,,,,,Arch_Taes,l,,
14582_RWC015c_____1x1_d,14582,Nikon,1x,1,Raunds,,RWC015c,,,,Arch_Taes,d,,
14583_RWC015c_____1x1_l,14583,Nikon,1x,1,Raunds,,RWC015c,,,,Arch_Taes,l,,
14584_HPLB18_Arch_Tcom_19__S1_1x1_d,14584,Nikon,1x,1,Pudding Lane,HPLB18,19,214,,S1,Arch_Tcom,d,,
14585_HPLB18_Arch_Tcom_19__S1_1x1_l,14585,Nikon,1x,1,Pudding Lane,HPLB18,19,214,,S1,Arch_Tcom,l,,
14586_HPLB18_Arch_Tcom_19__S2_1x1_d,14586,Nikon,1x,1,Pudding Lane,HPLB18,19,214,,S2,Arch_Tcom,d,,
14587_HPLB18_Arch_Tcom_19__S2_1x1_l,14587,Nikon,1x,1,Pudding Lane,HPLB18,19,214,,S2,Arch_Tcom,l,,
14588_HPLB18_Arch_Taes_19__S3_1x1_d,14588,Nikon,1x,1,Pudding Lane,HPLB18,19,214,,S3,Arch_Taes,d,,
14589_HPLB18_Arch_Taes_19__S3_1x1_l,14589,Nikon,1x,1,Pudding Lane,HPLB18,19,214,,S3,Arch_Taes,l,,
14590_HPLB18_Arch_Tcom_19__S4_1x1_d,14590,Nikon,1x,1,Pudding Lane,HPLB18,19,214,,S4,Arch_Tcom,d,,
14591_HPLB18_Arch_Tcom_19__S4_1x1_l,14591,Nikon,1x,1,Pudding Lane,HPLB18,19,214,,S4,Arch_Tcom,l,,
14592_HPLB18_Arch_Tcom_20__S3_1x1_d,14592,Nikon,1x,1,Pudding Lane,HPLB18,20,227,,S3,Arch_Tcom,d,,
14593_HPLB18_Arch_Tcom_20__S3_1x1_l,14593,Nikon,1x,1,Pudding Lane,HPLB18,20,227,,S3,Arch_Tcom,l,,
14598_HPLB18_Arch_Taes_21__S1_1x1_d,14598,Nikon,1x,1,Pudding Lane,HPLB18,21,220,,S1,Arch_Taes,d,,
14599_HPLB18_Arch_Taes_21__S1_1x1_l,14599,Nikon,1x,1,Pudding Lane,HPLB18,21,220,,S1,Arch_Taes,l,,
14600_HPLB18_Arch_Taes_22__S1_1x1_d,14600,Nikon,1x,1,Pudding Lane,HPLB18,22,220,,S1,Arch_Taes,d,,
14601_HPLB18_Arch_Taes_22__S1_1x1_l,14601,Nikon,1x,1,Pudding Lane,HPLB18,22,220,,S1,Arch_Taes,l,,
14604_HPLB18_Arch_Taes_15__S1_1x1_d,14604,Nikon,1x,1,Pudding Lane,HPLB18,15,207,,S1,Arch_Taes,d,,
14605_HPLB18_Arch_Taes_15__S1_1x1_l,14605,Nikon,1x,1,Pudding Lane,HPLB18,15,207,,S1,Arch_Taes,l,,
14606_HPLB18_Arch_Taes_15__S2_1x1_d,14606,Nikon,1x,1,Pudding Lane,HPLB18,15,207,,S2,Arch_Taes,d,,
14607_HPLB18_Arch_Taes_15__S2_1x1_l,14607,Nikon,1x,1,Pudding Lane,HPLB18,15,207,,S2,Arch_Taes,l,,
14608_HPLB18_Arch_Taes_15__S3_1x1_d,14608,Nikon,1x,1,Pudding Lane,HPLB18,15,207,,S3,Arch_Taes,d,,
14609_HPLB18_Arch_Taes_15__S3_1x1_l,14609,Nikon,1x,1,Pudding Lane,HPLB18,15,207,,S3,Arch_Taes,l,,
14610_HPLB18_Arch_Tcom_15__S4_1x1_d,14610,Nikon,1x,1,Pudding Lane,HPLB18,15,207,,S4,Arch_Tcom,d,,
14611_HPLB18_Arch_Tcom_15__S4_1x1_l,14611,Nikon,1x,1,Pudding Lane,HPLB18,15,207,,S4,Arch_Tcom,l,,
14612_HPLB18_Arch_Taes_15__S5_1x1_d,14612,Nikon,1x,1,Pudding Lane,HPLB18,15,207,,S5,Arch_Taes,d,,
14613_HPLB18_Arch_Taes_15__S5_1x1_l,14613,Nikon,1x,1,Pudding Lane,HPLB18,15,207,,S5,Arch_Taes,l,,
14614_HPLB18_Arch_Tcom_5__S1_1x1_d,14614,Nikon,1x,1,Pudding Lane,HPLB18,5,151,,S1,Arch_Tcom,d,,
14615_HPLB18_Arch_Tcom_5__S1_1x1_l,14615,Nikon,1x,1,Pudding Lane,HPLB18,5,151,,S1,Arch_Tcom,l,,
14616_HPLB18_Arch_Taes_25__S11_1x1_d,14616,Nikon,1x,1,Pudding Lane,HPLB18,25,229,,S11,Arch_Taes,d,,
14617_HPLB18_Arch_Taes_25__S11_1x1_l,14617,Nikon,1x,1,Pudding Lane,HPLB18,25,229,,S11,Arch_Taes,l,,
14618_HPLB18_Arch_Taes_25__S12_1x1_d,14618,Nikon,1x,1,Pudding Lane,HPLB18,25,229,,S12,Arch_Taes,d,,
14619_HPLB18_Arch_Taes_25__S12_1x1_l,14619,Nikon,1x,1,Pudding Lane,HPLB18,25,229,,S12,Arch_Taes,l,,
14620_HPLB18_Arch_Tcom_25__S13_1x1_d,14620,Nikon,1x,1,Pudding Lane,HPLB18,25,229,,S13,Arch_Tcom,d,,
14621_HPLB18_Arch_Tcom_25__S13_1x1_l,14621,Nikon,1x,1,Pudding Lane,HPLB18,25,229,,S13,Arch_Tcom,l,,
